ID,RT_score,ACC_score
5501,0.050985,0.075
5505,0.10521250000000004,0.025000000000000022
5507,0.043972500000000025,0.22499999999999998
5516,0.11168,0.025000000000000022
200,0.13695250000000003,0.17500000000000004
1001,0.098695,0.125
1002,0.043999999999999984,0.025000000000000022
1004,0.049850000000000005,0.1
1005,0.028417499999999984,0
1102,0.021817499999999934,0.050000000000000044
1103,0.042825,0.025000000000000022
1201,0.053685,0.050000000000000044
1202,0.0058975,0.025000000000000022
1203,0.050075000000000036,0.025000000000000022
1204,0.017622499999999985,0.075
1205,0.020137499999999975,-0.025
1206,0.034672499999999995,0
1207,0.020710000000000006,0.050000000000000044
1208,0.0912575,0
1209,-0.0081575,0.050000000000000044
1210,0.06026,0.05
1211,0.06323,0.025000000000000022
1212,0.052159999999999984,-0.025
1213,0.063665,-0.05
1214,0.08296,0.125
1215,0.0274175,0.25
1303,0.041725,0.025000000000000022
1304,0.07458,0.025000000000000022
1305,0.07246,0.1
1306,0.027057500000000068,-0.075
1307,0.07839,0.15000000000000002
1308,0.0322125,0.375
1309,0.076525,0
1310,0.031214999999999993,0.15000000000000002
1312,0.07224,0.075
1313,0.1170525,0.025000000000000022
1314,0.068,0.1
1315,0.0341575,0.025000000000000022
1316,0.13652250000000005,0.375
1317,0.0846325,0.075
1318,0.054485000000000006,0.05
1319,0.033500000000000085,0.025000000000000022
1320,-0.0234325,0
1321,0.041999999999999926,0.025000000000000022
1322,0.07762,0.05
1323,0.03415,0.075
1324,0.04261,0.025000000000000022
1325,0.04357,0.050000000000000044
1327,0.0845,0.1
1328,-0.0225425,0.075
1329,0.05509,0.15000000000000002
1331,0.10398499999999994,0.1
1332,0.00076,0.075
1334,0.0061775,-0.025
1335,0.079,0.1
1337,0.0401675,0.075
1338,0.11882500000000001,-0.025
1339,0.027000000000000024,0.125
1340,0.0535,0.1
1341,0.052059999999999995,0.15000000000000002
1342,0.00483,0.075
1343,0.069,0.075
1344,0.11719000000000007,0.050000000000000044
1345,0.014844999999999997,0.050000000000000044
1346,0.010055000000000036,0.075
1347,0.11686500000000005,0.025000000000000022
1348,0.10225999999999996,0.125
1349,0.019500000000000017,-0.05
1350,0.13131000000000004,0
1351,0.012434999999999974,-0.05
1352,0.008235,0.125
1353,0.00634,-0.025
1354,0,0.050000000000000044
1355,0.04745,0.050000000000000044
1356,0.05095,0.025000000000000022
1357,0.082485,0.050000000000000044
1358,0.16788999999999998,0.125
1359,0.056559999999999944,0
1360,0.021550000000000014,0.025000000000000022
1361,0.054379999999999984,0
1362,0.10344999999999999,0.22499999999999998
1363,0.0826825,0.10000000000000009
1364,0.0854975,0.17499999999999993
1365,0.044009999999999994,0.050000000000000044
1366,0.048,0.050000000000000044
1367,0.028264999999999985,0.125
1369,0.072215,0.050000000000000044
1371,0.0505675,0.075
1372,0.0687275,0.075
1373,-0.0011125,0.025000000000000022
1374,0.11614500000000005,0.075
1375,0.0399725,0
1376,0.065595,0.025
1377,0.038715,0.05
1378,0.025625,0.050000000000000044
1379,-0.0266475,-0.025
1380,0.013972499999999943,0.1
1381,0.075065,0.22499999999999998
1382,0.08184,0.050000000000000044
1383,0.20999999999999996,0.05
2001,0.029567500000000024,0.025000000000000022
2002,0.12216000000000005,-0.025
2003,0.091,0.3500000000000001
2004,0.019,0.05
2006,0.0700675,0.25
2007,-0.00013,0
2101,0.0235375,0.075
2102,0.049409999999999954,0
2103,0.0355825,0.025000000000000022
2201,0.073735,0.050000000000000044
2202,0.014305000000000012,0
2203,0.067105,0.15000000000000002
2204,0.0023825,0
2205,0.017542500000000016,-0.025
2206,0.057445,0.025000000000000022
2207,0.10176999999999992,0.1
2208,0.050945,0.1
2210,0.0439,0
2211,0.045175,0
2212,0.062925,0.22499999999999998
2213,-0.012,0.025
2214,0.044915,0.025000000000000022
2215,0.034582500000000016,0.025000000000000022
2301,0.055635000000000046,-0.05
2302,0.057499999999999996,0.17499999999999993
2303,0.050437500000000024,0
2305,0.0379425,0.15000000000000002
2306,0.026154999999999984,0.15000000000000002
2307,0.0995,0.050000000000000044
2308,0.025412499999999838,0.1
2309,0.18137500000000006,0.025000000000000022
2310,0.021,0.050000000000000044
2311,0.002,0
2312,0.0829375,0.025000000000000022
2313,0.110205,0.075
2314,0.020500000000000018,0.025000000000000022
2315,0.0499175,0.17500000000000004
2316,0.0173825,0
2317,0.11643499999999996,0.1
2318,0.0904175,0.075
2320,0.0645,0.05
2321,0.013467500000000077,0
2322,0.014399999999999968,0.075
2323,0.024980000000000002,0.025000000000000022
2324,0.0190575,0
2325,0.062354999999999994,0.025
2326,0.014000000000000012,-0.05
2328,0.094,0.125
2329,0.04797,0
2330,0.07503,0.025000000000000022
2331,0.046194999999999986,0.025000000000000022
2332,0.27437500000000004,0.3500000000000001
2333,0.051052499999999945,0.15000000000000002
2335,0.10950000000000004,0.050000000000000044
2336,0.0723,0.375
2337,0.041204999999999936,0.075
2338,0.0413075,0.05
2339,0.1499999999999999,0.025000000000000022
2340,0.06219,0.075
2341,0.0623925,0
2342,0.16700000000000004,0.025000000000000022
2344,0.090555,0.050000000000000044
2345,0.014192499999999997,0.075
2346,0.034499999999999975,0.050000000000000044
2347,0.07869,0
2348,0.07617,0
2349,0.10608499999999998,0.025000000000000022
2350,0.034,0
2351,0.0886,0.025000000000000022
2352,-0.015105,0.15000000000000002
2353,0.0535,0
2354,0.022699999999999998,0.050000000000000044
2355,0.13034,0.125
2356,0.0814375,0.20000000000000007
2357,0.027000000000000135,0
2358,0.01592,-0.05
2359,0.067135,0.125
2360,0.073605,0.025000000000000022
2361,0.006705,0
2362,0.050085,0.125
2363,0.02294,0
2364,0.082,0.05
2365,0.08556,0.025000000000000022
2366,0.0525,0.025000000000000022
2367,0.006505,0
2368,0.03172,0.050000000000000044
2369,-0.0867725,0.15000000000000002
2370,0.038585,0.1
2371,0.030299999999999938,0.075
2372,0.028344999999999954,0.050000000000000044
2373,0.04778,0.1
2375,0.061045000000000016,0
2376,0.091175,0
2377,0.0987325,0.05
2378,0.04571,0.025000000000000022
2380,0.11614000000000002,0.15000000000000002
2381,0.07413,0
2473,0.024162499999999976,0.125
3002,0.021714999999999984,0.025000000000000022
3003,-0.0131,0
3004,0.0305,0.125
3005,0.043147500000000005,0.025000000000000022
3006,0.030404999999999904,0.050000000000000044
3007,0.027027500000000038,0.050000000000000044
3033,-0.008535,0.17500000000000004
3101,-0.0007825,0.025000000000000022
3102,0.031000000000000028,0.025000000000000022
3103,0.037595000000000045,0
3201,0.030950000000000033,0.44999999999999996
3202,0.0467425,0.025000000000000022
3203,0.011755000000000015,0.1
3204,0.020499999999999963,0.025000000000000022
3205,0.06133,0.05
3206,0.06656,-0.025
3207,0.01973,0
3208,0.18857500000000005,0.05
3209,0.0500775,-0.025
3210,0.023845000000000005,-0.025
3211,0.07566,0.125
3212,0.075525,0.125
3213,0.06571,0.19999999999999996
3214,0.0002925,0.125
3301,0.017825,0.025000000000000022
3302,0.049799999999999955,0.25
3305,0.14053250000000012,0.22499999999999998
3306,0.0744875,0.125
3307,-0.002925,0.050000000000000044
3308,0.069285,0.075
3309,0.0676875,0.075
3310,0.0511775,0
3311,5.499999999997174e-05,0
3312,-0.021305,-0.05
3313,0.056500000000000106,0.050000000000000044
3314,0.06619,0.125
3316,0.011447500000000055,0.025000000000000022
3317,0.0493525,0.025000000000000022
3318,0.060500000000000054,0.05
3319,-0.0113,0.075
3320,0.0223025,0.075
3321,0.007975,0.22499999999999998
3322,0.061045000000000016,0.19999999999999996
3323,0.078,0.050000000000000044
3324,0.049075000000000035,0.025
3325,-0.01132,0.025000000000000022
3326,0.040000000000000036,0.17499999999999993
3327,0.00953,0.1
3328,0.053065,0
3329,0.087095,0.050000000000000044
3330,0.046105,0.075
3331,0.124,0.125
3332,0.026855000000000018,0.050000000000000044
3333,0.083,0.050000000000000044
3334,0.080965,0.050000000000000044
3335,0.06852,0.025000000000000022
3336,0.0394275,0.075
3337,0.024524999999999963,0.025000000000000022
3338,0.029000000000000026,0
3339,0.0851225,0.125
3340,0.04257,0.075
3341,0.095245,0.17500000000000004
3342,0.049,0.05
3343,0.08096,0.025000000000000022
3344,0.059,0
3346,0.0745,0.025000000000000022
3347,0.038,0
3348,0.015367500000000034,0.050000000000000044
3349,0.054307500000000064,0
3350,0.10883500000000007,0.125
3351,0.059505,0.125
3352,0.0365,0.025000000000000022
3353,0.0690275,0.075
3354,0.07703,0.025000000000000022
3355,0.08425,0.050000000000000044
3356,0.029000000000000026,0.075
3357,0.14249999999999996,0
3358,0.099,0.19999999999999996
3359,0.010535000000000017,0.025000000000000022
3360,0.095545,-0.025
3361,0.065655,0.1
3363,0.021799999999999986,0.1499999999999999
3364,0.020705,0
3365,0.12772249999999996,0.025000000000000022
3366,0.11641000000000001,0.22499999999999998
3367,-0.07295,-0.05
3368,0.044999999999999984,0
3369,0.0685,0.025000000000000022
3370,0.08213,0.025000000000000022
3371,0.0751625,0.05
3372,0.07073,0.025000000000000022
3373,0.11599999999999999,0.1
3374,0.057555,0.05
3375,-0.0042775,-0.025
3376,0.23479000000000005,-0.025
3377,0.0062075,0.025
3378,0.064305,0.050000000000000044
3379,0.075305,0.075
3380,0.0559525,0.025000000000000022
3381,0.0496975,0.050000000000000044
5002,0.0941275,-0.1
5004,0.13266750000000005,0.025000000000000022
5005,0.0317325,0.1
5006,0.013900000000000134,-0.025
5008,0.0925825,0.17500000000000004
5009,0.078,0
5011,-0.008515,-0.1
5012,0.0029025,0.050000000000000044
5013,0.027079999999999993,0
5014,0.077,-0.025
5016,0.037675,-0.05
5018,0.021287500000000015,0.025000000000000022
5019,0.07229,0.20000000000000007
5020,-0.062,0.025
5021,0.072175,0
5022,0.0376775,0.125
5023,0.07174,0.025000000000000022
5024,0.11785499999999999,0.17500000000000004
5025,0.06103,-0.025
5027,0.0341725,0
5029,0.022235000000000005,0.075
5030,0.015452500000000036,0.1
5031,0.16352499999999992,0
5032,0.036,0.050000000000000044
5033,0.085,0.1
5034,0.10577499999999995,0
5035,0.0916925,0.05
5036,-0.004175,0
5037,0.029905,0
5038,0.099165,0
5039,-0.002845,0
5040,0.01094,0.125
5042,0.07662,0.05
5043,-0.0425,0
5044,0.08215,0.15000000000000002
5045,0.0595,0.125
5046,0.0615,0.125
5047,-0.014815,0.025000000000000022
5048,0.036,0.125
5050,0.026980000000000004,0.075
5055,0.21031999999999995,0.1
5056,0.10583250000000005,0.075
5057,0.1,0.025000000000000022
5058,0.044,0.025000000000000022
5059,0.012499999999999956,0.025000000000000022
5060,0.026245,0.050000000000000044
5061,0.0634075,0.050000000000000044
5062,0.018275,0.050000000000000044
5063,-0.0229125,0.05
5064,-0.000145,0.1
5065,0.038819999999999966,0.075
5066,0.0955,0.1
5067,0.0493075,0.025000000000000022
5068,0.12350000000000005,0.050000000000000044
5071,0.13680000000000003,0
5072,0.0479,0.1
5074,0.0383,0.075
5075,0.0945,0.075
5076,0.043500000000000094,0.25
5077,0.0544525,0.025000000000000022
5078,0.093015,0.050000000000000044
5080,0.083,0.025000000000000022
5081,-0.0155,0.075
5083,0.10326500000000005,0.025000000000000022
5084,-0.00422,-0.05
5085,0.06026,0.050000000000000044
5086,-0.00324,0.025000000000000022
5087,0.0693525,0.025000000000000022
5088,0.041000000000000036,0.025000000000000022
5090,0.06971,0.125
5091,0.050470000000000015,0.050000000000000044
5092,0.03925,0
5093,0.0475,0.025000000000000022
5094,0.046999999999999986,-0.025
5095,0.0676,0
5096,0.17064500000000005,0.025000000000000022
5097,0.087455,0.050000000000000044
5098,0.11599999999999994,0.050000000000000044
5099,0.030864999999999976,-0.075
5100,0.061999999999999944,0.025000000000000022
5101,0.0465325,0.050000000000000044
5102,0.031815,0.025000000000000022
5103,0.027500000000000024,0.05
5104,0.0131075,0.025000000000000022
5105,0.061,0.025000000000000022
5106,0.024999999999999967,0
5107,0.055999999999999994,0.075
5108,0.04945,0.05
5109,0.023727500000000012,0.05
5111,0.0778675,0.075
5112,0.04101,0.025000000000000022
5114,0.06489,0.05
5116,0.07714,0
5117,0.0625,0.05
5119,0.075785,0.025000000000000022
5120,0.10151499999999997,0.19999999999999996
5201,0.0896975,0.075
5202,-0.0065,0.050000000000000044
5203,0.11475000000000002,0.17499999999999993
5205,0.050612500000000005,0.20000000000000007
5206,0.033177499999999915,0.025000000000000022
5209,0.035999999999999976,-0.025
5210,0.076855,0.050000000000000044
5213,0.029045000000000043,0.075
6101,0.021090000000000053,0.025000000000000022
6102,0.031194999999999973,0.22499999999999998
6104,0.0803925,0.1
6105,0.084745,-0.025
6107,0.13773000000000002,0.1
6111,0.15742000000000006,0.15000000000000002
6113,0.027654999999999985,0.075
6114,-0.002575,0
6115,0.0744,0.125
6116,0.15171249999999992,-0.025
6117,0.007335,-0.075
6118,0.011200000000000099,0.125
6122,0.052475,0.050000000000000044
6125,0.0351725,0.17500000000000004
6126,0.21923499999999996,0.15000000000000002
6127,0.0659175,0.125
6128,0.024584999999999968,0.075
6129,0.026662499999999978,0.125
6130,-0.0481525,0.22500000000000003
6131,0.022260000000000002,0.075
6132,0.0861825,0.15000000000000002
6133,0.1097725,0.125
6134,0.13215750000000004,0.05
6135,0.11758000000000007,0.125
6136,0.0878,0.15000000000000002
6137,0.0618725,0.1
6138,0.08064,0.1
6139,0.0044275,0.050000000000000044
6140,0.05131,0
6202,0.0586675,0.125
6203,0.13597499999999996,0.275
6204,0.11957499999999988,0
6205,0.050255,0.025000000000000022
6207,0.1670824999999999,0.275
6208,0.10158250000000002,0
6209,0.036,0.025
6212,0.148555,0.025
6213,0.0794975,0.15000000000000002
6214,0.0028625,0.025000000000000022
6216,0.05135,0.22499999999999998
6217,0.2042775000000001,0.15000000000000002
6218,0.08072,0.05
6219,0.061135,0.075
6220,0.0459275,0.025000000000000022
6221,0.13368500000000005,0.050000000000000044
6224,0.15246749999999998,0.1
6226,0.0599275,0.050000000000000044
6228,0.084035,0.125
6231,0.16681999999999997,0.17499999999999993
6242,0.0457425,0.025000000000000022
