ID,nback_1_dprime,nback_2_dprime,nback_3_dprime,nback_1_2_mean_dprime,nback_1_2_3_mean_dprime
5501,-0.253347103,-0.608420237,0,-0.43088367,-0.28725578
5506,0.3172207208648733,-0.607061815,-0.27105341,-0.144920547,-0.186964835
5507,2.1231727991175147,0.6386675695433675,0.27105340957224117,1.380920184330441,1.0109645927443744
5508,-4.011543691,-1.120453114,-3.740490281,-2.565998403,-2.957495695
5510,4.518237897058625,-0.363302061,-4.011543691,2.077467917825876,0.047797382
5513,0,0,-0.439930332,0,-0.146643444
5518,-0.524400513,-0.800151097,-4.789291307,-0.662275805,-2.037947639
5520,-2.123172799,0,0,-1.0615864,-0.707724266
200,5.5464423594674255,-0.63866757,-4.518237897,2.4538873949620292,0.12984563095480586
1001,4.789291306630865,2.5631031310892007,0.5882741304371144,3.676197218860033,2.6468895227190603
1002,2.5631031310892007,1.3660217462809552,1.8059520782526413,1.964562438685078,1.9116923185409325
1004,2.5631031310892007,1.0488010254160816,-0.524400513,1.8059520782526413,1.0291678812657472
1005,8.529781587846665,1.956041315740682,0.4399303319716862,5.242911451793674,3.6419177451863445
1006,2.5631031310892007,1.0488010254160816,0.2533471031357997,1.8059520782526413,1.2884170865470275
1008,5.5464423594684416,1.5608339022018307,0.8416212335729142,3.553638130835136,2.649632498414395
1102,2.1231727991175147,2.317984955,-1.534898669,2.220578877077952,0.9687530284918348
1103,5.5464423594674255,2.1231727991175147,0.8416212335729142,3.834807579,2.8370787973859515
1201,0.2533471031357997,-1.366021746,-4.518237897,-0.556337322,-1.876970847
1202,0.7571510528365595,3.289707253902945,0,2.023429153369752,1.3489527689131682
1203,5.106512027495739,-0.506694206,0,2.299908911,1.5332726070747134
1204,2.5631031310892007,0.5882741304371144,-0.27105341,1.5756886307631577,0.960107951
1205,-0.524400513,2.317984955,0.7571510528365597,0.8967922211651748,0.8502451650556364
1206,-2.983339228,-0.510981813,1.2815515655446004,-1.747160521,-0.737589825
1207,2.5631031310892007,0.2596591195524937,-0.27105341,1.4113811253208473,0.8505696136898178
1208,8.529781587846665,-0.63866757,-5.546442359,3.945557009151649,0.7815572196119577
1209,8.529781587846665,1.516110983768996,1.3660217462809552,5.022946285807831,3.803971439298872
1210,5.106512027496755,8.529781587846665,0.5882741304371144,6.8181468076717096,4.741522581926844
1211,5.106512027495739,0.8416212335729142,-0.317220721,2.9740666305343266,1.8769708467345934
1212,5.5464423594684416,2.1231727991175147,5.5464423594674255,3.834807579292978,4.4053525060177945
1213,5.106512027495739,0.9097209791156087,1.2815515655446004,3.008116503305674,2.432594857385316
1214,8.529781587846665,1.4217538559013576,-0.27105341,4.9757677218740115,3.2268273447252604
1215,8.529781587846665,2.317984955,1.534898669,5.423883271442528,4.127555070521819
1302,2.1231727991175147,1.1558902186895263,0.7571510528365595,1.6395315089035205,1.3454046902145336
1303,0.5244005127080409,-0.65006186,-5.546442359,-0.062830673,-1.890701235
1305,5.106512027496755,1.2897804926295895,0.7571510528365595,3.1981462600631723,2.3844811909876347
1306,-0.524400513,-1.198890263,-4.518237897,-0.861645388,-2.080509558
1307,4.264890793922825,-2.16925414,-4.789291307,1.0478183271316555,-0.897884884
1308,5.5464423594684416,1.2269416999804819,0.27105340957224117,3.3866920297244616,2.3481458230070547
1309,1.094968336708714,0.5244005127080409,0,0.8096844247083774,0.5397896164722517
1310,2.1231727991175147,4.789291306630865,1.094968336708714,3.456232053,2.669144147485698
